fighter_name,bonus_type,event_name,event_date
Urijah Faber,PERF,UFC Fight Night: De Randamie vs. Ladd,
Josh Emmett,PERF,UFC Fight Night: De Randamie vs. Ladd,
Andre Fili,PERF,UFC Fight Night: De Randamie vs. Ladd,
Jonathan Martinez,PERF,UFC Fight Night: De Randamie vs. Ladd,
Amanda Nunes,PERF,UFC 239: Jones vs. Santos,
Jorge Masvidal,PERF,UFC 239: Jones vs. Santos,
Jan Blachowicz,PERF,UFC 239: Jones vs. Santos,
Song Yadong,PERF,UFC 239: Jones vs. Santos,
Francis Ngannou,PERF,UFC Fight Night: Ngannou vs. Dos Santos,
Joseph Benavidez,PERF,UFC Fight Night: Ngannou vs. Dos Santos,
Alonzo Menifield,PERF,UFC Fight Night: Ngannou vs. Dos Santos,
Eryk Anders,PERF,UFC Fight Night: Ngannou vs. Dos Santos,
Chan Sung Jung,PERF,UFC Fight Night: Moicano vs. The Korean Zombie,
Jairzinho Rozenstruik,PERF,UFC Fight Night: Moicano vs. The Korean Zombie,
Deron Winn,FIGHT,UFC Fight Night: Moicano vs. The Korean Zombie,
Eric Spicely,FIGHT,UFC Fight Night: Moicano vs. The Korean Zombie,
Henry Cejudo,PERF,UFC 238: Cejudo vs. Moraes,
Valentina Shevchenko,PERF,UFC 238: Cejudo vs. Moraes,
Tony Ferguson,FIGHT,UFC 238: Cejudo vs. Moraes,
Donald Cerrone,FIGHT,UFC 238: Cejudo vs. Moraes,
Anthony Smith,PERF,UFC Fight Night: Gustafsson vs. Smith,
Aleksandar Rakic,PERF,UFC Fight Night: Gustafsson vs. Smith,
Makwan Amirkhani,PERF,UFC Fight Night: Gustafsson vs. Smith,
Leonardo Santos,PERF,UFC Fight Night: Gustafsson vs. Smith,
Aspen Ladd,FIGHT,UFC Fight Night: Dos Anjos vs. Lee,
Sijara Eubanks,FIGHT,UFC Fight Night: Dos Anjos vs. Lee,
Michel Pereira,PERF,UFC Fight Night: Dos Anjos vs. Lee,
Grant Dawson,PERF,UFC Fight Night: Dos Anjos vs. Lee,
Jessica Andrade,FIGHT,UFC 237: Namajunas vs. Andrade,
Rose Namajunas,FIGHT,UFC 237: Namajunas vs. Andrade,
Jessica Andrade,PERF,UFC 237: Namajunas vs. Andrade,
Warlley Alves,PERF,UFC 237: Namajunas vs. Andrade,
Donald Cerrone,FIGHT,UFC Fight Night: Iaquinta vs. Cowboy,
Al Iaquinta,FIGHT,UFC Fight Night: Iaquinta vs. Cowboy,
Walt Harris,PERF,UFC Fight Night: Iaquinta vs. Cowboy,
Macy Chiasson,PERF,UFC Fight Night: Iaquinta vs. Cowboy,
Mike Perry,FIGHT,UFC Fight Night: Jacare vs. Hermansson,
Alex Oliveira,FIGHT,UFC Fight Night: Jacare vs. Hermansson,
Glover Teixeira,PERF,UFC Fight Night: Jacare vs. Hermansson,
Jim Miller,PERF,UFC Fight Night: Jacare vs. Hermansson,
Islam Makhachev,FIGHT,UFC Fight Night: Overeem vs. Oleinik,
Arman Tsarukyan,FIGHT,UFC Fight Night: Overeem vs. Oleinik,
Sergei Pavlovich,PERF,UFC Fight Night: Overeem vs. Oleinik,
Magomed Mustafaev,PERF,UFC Fight Night: Overeem vs. Oleinik,
Dustin Poirier,FIGHT,UFC 236: Holloway vs. Poirier 2,
Max Holloway,FIGHT,UFC 236: Holloway vs. Poirier 2,
Israel Adesanya,FIGHT,UFC 236: Holloway vs. Poirier 2,
Kelvin Gastelum,FIGHT,UFC 236: Holloway vs. Poirier 2,
Justin Gaethje,FIGHT,UFC Fight Night: Barboza vs. Gaethje,
Edson Barboza,FIGHT,UFC Fight Night: Barboza vs. Gaethje,
Jack Hermansson,PERF,UFC Fight Night: Barboza vs. Gaethje,
Paul Craig,PERF,UFC Fight Night: Barboza vs. Gaethje,
Anthony Pettis,PERF,UFC Fight Night: Thompson vs. Pettis,
Bryce Mitchell,FIGHT,UFC Fight Night: Thompson vs. Pettis,
Bobby Moffett,FIGHT,UFC Fight Night: Thompson vs. Pettis,
Randa Markos,PERF,UFC Fight Night: Thompson vs. Pettis,
Jorge Masvidal,FIGHT,UFC Fight Night: Till vs. Masvidal,
Darren Till,FIGHT,UFC Fight Night: Till vs. Masvidal,
Jorge Masvidal,PERF,UFC Fight Night: Till vs. Masvidal,
Dan Ige,PERF,UFC Fight Night: Till vs. Masvidal,
Junior Dos Santos,FIGHT,UFC Fight Night: Lewis vs. Dos Santos,
Derrick Lewis,FIGHT,UFC Fight Night: Lewis vs. Dos Santos,
Niko Price,PERF,UFC Fight Night: Lewis vs. Dos Santos,
Beneil Dariush,PERF,UFC Fight Night: Lewis vs. Dos Santos,
Pedro Munhoz,FIGHT,UFC 235: Jones vs. Smith,
Cody Garbrandt,FIGHT,UFC 235: Jones vs. Smith,
Johnny Walker,PERF,UFC 235: Jones vs. Smith,
Diego Sanchez,PERF,UFC 235: Jones vs. Smith,
Thiago Santos,PERF,UFC Fight Night: Blachowicz vs. Santos,
Stefan Struve,PERF,UFC Fight Night: Blachowicz vs. Santos,
Michal Oleksiejczuk,PERF,UFC Fight Night: Blachowicz vs. Santos,
Dwight Grant,PERF,UFC Fight Night: Blachowicz vs. Santos,
Kron Gracie,PERF,UFC Fight Night: Ngannou vs. Velasquez,
Vicente Luque,FIGHT,UFC Fight Night: Ngannou vs. Velasquez,
Bryan Barberena,FIGHT,UFC Fight Night: Ngannou vs. Velasquez,
Luke Sanders,PERF,UFC Fight Night: Ngannou vs. Velasquez,
Israel Adesanya,FIGHT,UFC 234: Adesanya vs. Silva,
Anderson Silva,FIGHT,UFC 234: Adesanya vs. Silva,
Montana De La Rosa,PERF,UFC 234: Adesanya vs. Silva,
Devonte Smith,PERF,UFC 234: Adesanya vs. Silva,
Marlon Moraes,PERF,UFC Fight Night: Assuncao vs. Moraes 2,
Jose Aldo,PERF,UFC Fight Night: Assuncao vs. Moraes 2,
Charles Oliveira,PERF,UFC Fight Night: Assuncao vs. Moraes 2,
Johnny Walker,PERF,UFC Fight Night: Assuncao vs. Moraes 2,
Henry Cejudo,PERF,UFC Fight Night: Cejudo vs. Dillashaw,
Donald Cerrone,FIGHT,UFC Fight Night: Cejudo vs. Dillashaw,
Alexander Hernandez,FIGHT,UFC Fight Night: Cejudo vs. Dillashaw,
Donald Cerrone,PERF,UFC Fight Night: Cejudo vs. Dillashaw,
Amanda Nunes,PERF,UFC 232: Jones vs. Gustafsson 2,
Alexander Volkanovski,FIGHT,UFC 232: Jones vs. Gustafsson 2,
Chad Mendes,FIGHT,UFC 232: Jones vs. Gustafsson 2,
Ryan Hall,PERF,UFC 232: Jones vs. Gustafsson 2,
Al Iaquinta,PERF,UFC Fight Night: Lee vs. Iaquinta,
Charles Oliveira,PERF,UFC Fight Night: Lee vs. Iaquinta,
Joaquim Silva,FIGHT,UFC Fight Night: Lee vs. Iaquinta,
Jared Gordon,FIGHT,UFC Fight Night: Lee vs. Iaquinta,
Max Holloway,FIGHT,UFC 231: Holloway vs. Ortega,
Brian Ortega,FIGHT,UFC 231: Holloway vs. Ortega,
Max Holloway,PERF,UFC 231: Holloway vs. Ortega,
Thiago Santos,PERF,UFC 231: Holloway vs. Ortega,
Mauricio Rua,PERF,UFC Fight Night: Dos Santos vs. Tuivasa,
Sodiq Yusuff,PERF,UFC Fight Night: Dos Santos vs. Tuivasa,
Kai Kara-France,FIGHT,UFC Fight Night: Dos Santos vs. Tuivasa,
Elias Garcia,FIGHT,UFC Fight Night: Dos Santos vs. Tuivasa,
Kamaru Usman,PERF,The Ultimate Fighter: Heavy Hitters Finale,
Juan Espino,PERF,The Ultimate Fighter: Heavy Hitters Finale,
Joseph Benavidez,PERF,The Ultimate Fighter: Heavy Hitters Finale,
Roosevelt Roberts,PERF,The Ultimate Fighter: Heavy Hitters Finale,
Francis Ngannou,PERF,UFC Fight Night: Blaydes vs. Ngannou 2,
Li Jingliang,PERF,UFC Fight Night: Blaydes vs. Ngannou 2,
Alex Morono,FIGHT,UFC Fight Night: Blaydes vs. Ngannou 2,
Song Kenan,FIGHT,UFC Fight Night: Blaydes vs. Ngannou 2,
Santiago Ponzinibbio,PERF,UFC Fight Night: Magny vs. Ponzinibbio,
Johnny Walker,PERF,UFC Fight Night: Magny vs. Ponzinibbio,
Laureano Staropoli,FIGHT,UFC Fight Night: Magny vs. Ponzinibbio,
Hector Aldana,FIGHT,UFC Fight Night: Magny vs. Ponzinibbio,
Yair Rodriguez,FIGHT,UFC Fight Night: Korean Zombie vs. Rodriguez,
Chan Sung Jung,FIGHT,UFC Fight Night: Korean Zombie vs. Rodriguez,
Yair Rodriguez,PERF,UFC Fight Night: Korean Zombie vs. Rodriguez,
Donald Cerrone,PERF,UFC Fight Night: Korean Zombie vs. Rodriguez,
Jacare Souza,FIGHT,UFC 230: Cormier vs. Lewis,
Chris Weidman,FIGHT,UFC 230: Cormier vs. Lewis,
Jared Cannonier,PERF,UFC 230: Cormier vs. Lewis,
Israel Adesanya,PERF,UFC 230: Cormier vs. Lewis,
Anthony Smith,PERF,UFC Fight Night: Oezdemir vs. Smith,
Nasrat Haqparast,FIGHT,UFC Fight Night: Oezdemir vs. Smith,
Thibault Gouti,FIGHT,UFC Fight Night: Oezdemir vs. Smith,
Don Madge,PERF,UFC Fight Night: Oezdemir vs. Smith,
Tony Ferguson,FIGHT,UFC 229: Khabib vs. McGregor,
Anthony Pettis,FIGHT,UFC 229: Khabib vs. McGregor,
Derrick Lewis,PERF,UFC 229: Khabib vs. McGregor,
Aspen Ladd,PERF,UFC 229: Khabib vs. McGregor,
Thiago Santos,FIGHT,UFC Fight Night: Marreta vs. Anders,
Eryk Anders,FIGHT,UFC Fight Night: Marreta vs. Anders,
Rogerio Nogueira,PERF,UFC Fight Night: Marreta vs. Anders,
Charles Oliveira,PERF,UFC Fight Night: Marreta vs. Anders,
Aleksei Oleinik,PERF,UFC Fight Night: Hunt vs. Oleinik,
Jan Blachowicz,PERF,UFC Fight Night: Hunt vs. Oleinik,
Petr Yan,FIGHT,UFC Fight Night: Hunt vs. Oleinik,
Jin Soo Son,FIGHT,UFC Fight Night: Hunt vs. Oleinik,
Magomed Ankalaev,PERF,UFC Fight Night: Hunt vs. Oleinik,
Tyron Woodley,PERF,UFC 228: Woodley vs. Till,
Jessica Andrade,PERF,UFC 228: Woodley vs. Till,
Irene Aldana,FIGHT,UFC 228: Woodley vs. Till,
Lucie Pudilova,FIGHT,UFC 228: Woodley vs. Till,
Justin Gaethje,PERF,UFC Fight Night: Gaethje vs. Vick,
Eryk Anders,PERF,UFC Fight Night: Gaethje vs. Vick,
Cory Sandhagen,FIGHT,UFC Fight Night: Gaethje vs. Vick,
Iuri Alcantara,FIGHT,UFC Fight Night: Gaethje vs. Vick,
TJ Dillashaw,PERF,UFC 227: Dillashaw vs. Garbrandt 2,
Henry Cejudo,FIGHT,UFC 227: Dillashaw vs. Garbrandt 2,
Demetrious Johnson,FIGHT,UFC 227: Dillashaw vs. Garbrandt 2,
Renato Moicano,PERF,UFC 227: Dillashaw vs. Garbrandt 2,
Dustin Poirier,PERF,UFC Fight Night: Alvarez vs. Poirier 2,
Jose Aldo,PERF,UFC Fight Night: Alvarez vs. Poirier 2,
John Makdessi,FIGHT,UFC Fight Night: Alvarez vs. Poirier 2,
Ross Pearson,FIGHT,UFC Fight Night: Alvarez vs. Poirier 2,
Anthony Smith,PERF,UFC Fight Night: Shogun vs. Smith,
Danny Roberts,FIGHT,UFC Fight Night: Shogun vs. Smith,
David Zawada,FIGHT,UFC Fight Night: Shogun vs. Smith,
Manny Bermudez,PERF,UFC Fight Night: Shogun vs. Smith,
Niko Price,PERF,UFC Fight Night: Dos Santos vs. Ivanov,
Chad Mendes,PERF,UFC Fight Night: Dos Santos vs. Ivanov,
Raoni Barcelos,FIGHT,UFC Fight Night: Dos Santos vs. Ivanov,
Kurt Holobaugh,FIGHT,UFC Fight Night: Dos Santos vs. Ivanov,
Daniel Cormier,PERF,UFC 226: Miocic vs. Cormier,
Anthony Pettis,PERF,UFC 226: Miocic vs. Cormier,
Khalil Rountree Jr.,PERF,UFC 226: Miocic vs. Cormier,
Paulo Costa,PERF,UFC 226: Miocic vs. Cormier,
Israel Adesanya,PERF,The Ultimate Fighter: Undefeated Finale,
Alex Caceres,FIGHT,The Ultimate Fighter: Undefeated Finale,
Martin Bravo,FIGHT,The Ultimate Fighter: Undefeated Finale,
Luis Pena,PERF,The Ultimate Fighter: Undefeated Finale,
Ovince Saint Preux,PERF,UFC Fight Night: Cowboy vs. Edwards,
Song Yadong,PERF,UFC Fight Night: Cowboy vs. Edwards,
Shane Young,FIGHT,UFC Fight Night: Cowboy vs. Edwards,
Rolando Dy,FIGHT,UFC Fight Night: Cowboy vs. Edwards,
Robert Whittaker,FIGHT,UFC 225: Whittaker vs. Romero 2,
Yoel Romero,FIGHT,UFC 225: Whittaker vs. Romero 2,
Curtis Blaydes,PERF,UFC 225: Whittaker vs. Romero 2,
Charles Oliveira,PERF,UFC 225: Whittaker vs. Romero 2,
Marlon Moraes,PERF,UFC Fight Night: Rivera vs. Moraes,
Gregor Gillespie,PERF,UFC Fight Night: Rivera vs. Moraes,
Ben Saunders,PERF,UFC Fight Night: Rivera vs. Moraes,
Nathaniel Wood,PERF,UFC Fight Night: Rivera vs. Moraes,
Arnold Allen,PERF,UFC Fight Night: Thompson vs. Till,
Claudio Silva,PERF,UFC Fight Night: Thompson vs. Till,
Darren Stewart,PERF,UFC Fight Night: Thompson vs. Till,
Tom Breese,PERF,UFC Fight Night: Thompson vs. Till,
Andrea Lee,FIGHT,UFC Fight Night: Maia vs. Usman,
Veronica Hardy,FIGHT,UFC Fight Night: Maia vs. Usman,
Gabriel Benitez,PERF,UFC Fight Night: Maia vs. Usman,
Claudio Puelles,PERF,UFC Fight Night: Maia vs. Usman,
Kelvin Gastelum,FIGHT,UFC 224: Nunes vs. Pennington,
Jacare Souza,FIGHT,UFC 224: Nunes vs. Pennington,
Lyoto Machida,PERF,UFC 224: Nunes vs. Pennington,
Aleksei Oleinik,PERF,UFC 224: Nunes vs. Pennington,
David Branch,PERF,UFC Fight Night: Barboza vs. Lee,
Ricky Simon,FIGHT,UFC Fight Night: Barboza vs. Lee,
Merab Dvalishvili,FIGHT,UFC Fight Night: Barboza vs. Lee,
Siyar Bahadurzada,PERF,UFC Fight Night: Barboza vs. Lee,
Dustin Poirier,FIGHT,UFC Fight Night: Poirier vs. Gaethje,
Justin Gaethje,FIGHT,UFC Fight Night: Poirier vs. Gaethje,
Alex Oliveira,PERF,UFC Fight Night: Poirier vs. Gaethje,
Adam Wieczorek,PERF,UFC Fight Night: Poirier vs. Gaethje,
Zabit Magomedsharipov,FIGHT,UFC 223: Khabib vs. Iaquinta,
Kyle Bochniak,FIGHT,UFC 223: Khabib vs. Iaquinta,
Chris Gruetzemacher,PERF,UFC 223: Khabib vs. Iaquinta,
Olivier Aubin-Mercier,PERF,UFC 223: Khabib vs. Iaquinta,
Alexander Volkov,PERF,UFC Fight Night: Werdum vs. Volkov,
Jan Blachowicz,FIGHT,UFC Fight Night: Werdum vs. Volkov,
Jimi Manuwa,FIGHT,UFC Fight Night: Werdum vs. Volkov,
Paul Craig,PERF,UFC Fight Night: Werdum vs. Volkov,
Brian Ortega,PERF,UFC 222: Cyborg vs. Kunitskaya,
Sean O'Malley,FIGHT,UFC 222: Cyborg vs. Kunitskaya,
Andre Soukhamthath,FIGHT,UFC 222: Cyborg vs. Kunitskaya,
Alexander Hernandez,PERF,UFC 222: Cyborg vs. Kunitskaya,
Jeremy Stephens,PERF,UFC Fight Night: Emmett vs. Stephens,
Ilir Latifi,PERF,UFC Fight Night: Emmett vs. Stephens,
Alan Jouban,FIGHT,UFC Fight Night: Emmett vs. Stephens,
Ben Saunders,FIGHT,UFC Fight Night: Emmett vs. Stephens,
Derrick Lewis,PERF,UFC Fight Night: Cerrone vs. Medeiros,
Curtis Millender,PERF,UFC Fight Night: Cerrone vs. Medeiros,
Brandon Davis,FIGHT,UFC Fight Night: Cerrone vs. Medeiros,
Steven Peterson,FIGHT,UFC Fight Night: Cerrone vs. Medeiros,
Jake Matthews,FIGHT,UFC 221: Romero vs. Rockhold,
Li Jingliang,FIGHT,UFC 221: Romero vs. Rockhold,
Israel Adesanya,PERF,UFC 221: Romero vs. Rockhold,
Jussier Formiga,PERF,UFC 221: Romero vs. Rockhold,
Valentina Shevchenko,PERF,UFC Fight Night: Machida vs. Anders,
Thiago Santos,FIGHT,UFC Fight Night: Machida vs. Anders,
Anthony Smith,FIGHT,UFC Fight Night: Machida vs. Anders,
Iuri Alcantara,PERF,UFC Fight Night: Machida vs. Anders,
Jacare Souza,PERF,UFC Fight Night: Jacare vs. Brunson 2,
Drew Dober,FIGHT,UFC Fight Night: Jacare vs. Brunson 2,
Frank Camacho,FIGHT,UFC Fight Night: Jacare vs. Brunson 2,
Mirsad Bektic,PERF,UFC Fight Night: Jacare vs. Brunson 2,
Daniel Cormier,PERF,UFC 220: Miocic vs. Ngannou,
Calvin Kattar,FIGHT,UFC 220: Miocic vs. Ngannou,
Shane Burgos,FIGHT,UFC 220: Miocic vs. Ngannou,
Abdul Razak Alhassan,PERF,UFC 220: Miocic vs. Ngannou,
Jeremy Stephens,FIGHT,UFC Fight Night: Stephens vs. Choi,
Dooho Choi,FIGHT,UFC Fight Night: Stephens vs. Choi,
Darren Elkins,PERF,UFC Fight Night: Stephens vs. Choi,
Marco Polo Reyes,PERF,UFC Fight Night: Stephens vs. Choi,
Cristiane Justino,FIGHT,UFC 219: Cyborg vs. Holm,
Holly Holm,FIGHT,UFC 219: Cyborg vs. Holm,
Khabib Nurmagomedov,PERF,UFC 219: Cyborg vs. Holm,
Tim Elliott,PERF,UFC 219: Cyborg vs. Holm,
Julian Marquez,FIGHT,UFC Fight Night: Lawler vs. Dos Anjos,
Darren Stewart,FIGHT,UFC Fight Night: Lawler vs. Dos Anjos,
Nordine Taleb,PERF,UFC Fight Night: Lawler vs. Dos Anjos,
Alessio Di Chirico,PERF,UFC Fight Night: Lawler vs. Dos Anjos,
Brian Ortega,FIGHT,UFC Fight Night: Swanson vs. Ortega,
Cub Swanson,FIGHT,UFC Fight Night: Swanson vs. Ortega,
Brian Ortega,PERF,UFC Fight Night: Swanson vs. Ortega,
Marlon Moraes,PERF,UFC Fight Night: Swanson vs. Ortega,
Eddie Alvarez,FIGHT,UFC 218: Holloway vs. Aldo 2,
Justin Gaethje,FIGHT,UFC 218: Holloway vs. Aldo 2,
Yancy Medeiros,FIGHT,UFC 218: Holloway vs. Aldo 2,
Alex Oliveira,FIGHT,UFC 218: Holloway vs. Aldo 2,
Nicco Montano,FIGHT,The Ultimate Fighter: A New World Champion Finale,
Roxanne Modafferi,FIGHT,The Ultimate Fighter: A New World Champion Finale,
Gerald Meerschaert,PERF,The Ultimate Fighter: A New World Champion Finale,
Brett Johns,PERF,The Ultimate Fighter: A New World Champion Finale,
Kelvin Gastelum,PERF,UFC Fight Night: Bisping vs. Gastelum,
Li Jingliang,PERF,UFC Fight Night: Bisping vs. Gastelum,
Zabit Magomedsharipov,PERF,UFC Fight Night: Bisping vs. Gastelum,
Song Yadong,PERF,UFC Fight Night: Bisping vs. Gastelum,
Nik Lentz,PERF,UFC Fight Night: Werdum vs. Tybura,
Tai Tuivasa,PERF,UFC Fight Night: Werdum vs. Tybura,
Frank Camacho,FIGHT,UFC Fight Night: Werdum vs. Tybura,
Damien Brown,FIGHT,UFC Fight Night: Werdum vs. Tybura,
Dustin Poirier,FIGHT,UFC Fight Night: Poirier vs. Pettis,
Anthony Pettis,FIGHT,UFC Fight Night: Poirier vs. Pettis,
Matt Brown,PERF,UFC Fight Night: Poirier vs. Pettis,
Raphael Assuncao,PERF,UFC Fight Night: Poirier vs. Pettis,
Georges St-Pierre,PERF,UFC 217: Bisping vs. St-Pierre,
TJ Dillashaw,PERF,UFC 217: Bisping vs. St-Pierre,
Rose Namajunas,PERF,UFC 217: Bisping vs. St-Pierre,
Ovince Saint Preux,PERF,UFC 217: Bisping vs. St-Pierre,
Ricardo Ramos,PERF,UFC 217: Bisping vs. St-Pierre,
Derek Brunson,PERF,UFC Fight Night: Brunson vs. Machida,
Pedro Munhoz,PERF,UFC Fight Night: Brunson vs. Machida,
Elizeu Zaleski dos Santos,FIGHT,UFC Fight Night: Brunson vs. Machida,
Max Griffin,FIGHT,UFC Fight Night: Brunson vs. Machida,
Darren Till,PERF,UFC Fight Night: Cerrone vs. Till,
Jan Blachowicz,PERF,UFC Fight Night: Cerrone vs. Till,
Brian Kelleher,FIGHT,UFC Fight Night: Cerrone vs. Till,
Damian Stasiak,FIGHT,UFC Fight Night: Cerrone vs. Till,
Demetrious Johnson,PERF,UFC 216: Ferguson vs. Lee,
Lando Vannata,FIGHT,UFC 216: Ferguson vs. Lee,
King Green,FIGHT,UFC 216: Ferguson vs. Lee,
John Moraga,PERF,UFC 216: Ferguson vs. Lee,
Ovince Saint Preux,PERF,UFC Fight Night: Saint Preux vs. Okami,
Jessica Andrade,FIGHT,UFC Fight Night: Saint Preux vs. Okami,
Claudia Gadelha,FIGHT,UFC Fight Night: Saint Preux vs. Okami,
Gokhan Saki,PERF,UFC Fight Night: Saint Preux vs. Okami,
Mike Perry,PERF,UFC Fight Night: Rockhold vs. Branch,
Gregor Gillespie,FIGHT,UFC Fight Night: Rockhold vs. Branch,
Jason Gonzalez,FIGHT,UFC Fight Night: Rockhold vs. Branch,
Uriah Hall,PERF,UFC Fight Night: Rockhold vs. Branch,
Rafael Dos Anjos,PERF,UFC 215: Nunes vs Shevchenko 2,
Henry Cejudo,PERF,UFC 215: Nunes vs Shevchenko 2,
Jeremy Stephens,FIGHT,UFC 215: Nunes vs Shevchenko 2,
Gilbert Melendez,FIGHT,UFC 215: Nunes vs Shevchenko 2,
Alexander Volkov,FIGHT,UFC Fight Night: Volkov vs. Struve,
Stefan Struve,FIGHT,UFC Fight Night: Volkov vs. Struve,
Mairbek Taisumov,PERF,UFC Fight Night: Volkov vs. Struve,
Zabit Magomedsharipov,PERF,UFC Fight Night: Volkov vs. Struve,
Niko Price,PERF,UFC Fight Night: Pettis vs. Moreno,
Humberto Bandenay,PERF,UFC Fight Night: Pettis vs. Moreno,
Dustin Ortiz,PERF,UFC Fight Night: Pettis vs. Moreno,
Joseph Morales,PERF,UFC Fight Night: Pettis vs. Moreno,
Daniel Cormier,PERF,UFC 214: Cormier vs. Jones 2,
Volkan Oezdemir,PERF,UFC 214: Cormier vs. Jones 2,
Brian Ortega,FIGHT,UFC 214: Cormier vs. Jones 2,
Renato Moicano,FIGHT,UFC 214: Cormier vs. Jones 2,
Elizeu Zaleski dos Santos,FIGHT,UFC Fight Night: Weidman vs. Gastelum,
Lyman Good,FIGHT,UFC Fight Night: Weidman vs. Gastelum,
Alex Oliveira,PERF,UFC Fight Night: Weidman vs. Gastelum,
Junior Albini,PERF,UFC Fight Night: Weidman vs. Gastelum,
Santiago Ponzinibbio,PERF,UFC Fight Night: Nelson vs. Ponzinibbio,
Paul Felder,PERF,UFC Fight Night: Nelson vs. Ponzinibbio,
Danny Henry,FIGHT,UFC Fight Night: Nelson vs. Ponzinibbio,
Daniel Teymur,FIGHT,UFC Fight Night: Nelson vs. Ponzinibbio,
Robert Whittaker,FIGHT,UFC 213: Romero vs. Whittaker,
Yoel Romero,FIGHT,UFC 213: Romero vs. Whittaker,
Rob Font,PERF,UFC 213: Romero vs. Whittaker,
Chad Laprise,PERF,UFC 213: Romero vs. Whittaker,
Justin Gaethje,FIGHT,The Ultimate Fighter: Redemption Finale,
Michael Johnson,FIGHT,The Ultimate Fighter: Redemption Finale,
Justin Gaethje,PERF,The Ultimate Fighter: Redemption Finale,
Tecia Pennington,PERF,The Ultimate Fighter: Redemption Finale,
Kevin Lee,PERF,UFC Fight Night: Chiesa vs. Lee,
Tim Boetsch,PERF,UFC Fight Night: Chiesa vs. Lee,
Dominick Reyes,PERF,UFC Fight Night: Chiesa vs. Lee,
Jeremy Kimball,PERF,UFC Fight Night: Chiesa vs. Lee,
Holly Holm,PERF,UFC Fight Night: Holm vs. Correia,
Yuta Sasaki,PERF,UFC Fight Night: Holm vs. Correia,
Li Jingliang,FIGHT,UFC Fight Night: Holm vs. Correia,
Frank Camacho,FIGHT,UFC Fight Night: Holm vs. Correia,
Mark Hunt,FIGHT,UFC Fight Night: Lewis vs. Hunt,
Derrick Lewis,FIGHT,UFC Fight Night: Lewis vs. Hunt,
Dan Hooker,PERF,UFC Fight Night: Lewis vs. Hunt,
Ben Nguyen,PERF,UFC Fight Night: Lewis vs. Hunt,
Max Holloway,FIGHT,UFC 212: Aldo vs. Holloway,
Jose Aldo,FIGHT,UFC 212: Aldo vs. Holloway,
Claudia Gadelha,PERF,UFC 212: Aldo vs. Holloway,
Brian Kelleher,PERF,UFC 212: Aldo vs. Holloway,
Alexander Gustafsson,FIGHT,UFC Fight Night: Gustafsson vs. Teixeira,
Glover Teixeira,FIGHT,UFC Fight Night: Gustafsson vs. Teixeira,
Bojan Velickovic,PERF,UFC Fight Night: Gustafsson vs. Teixeira,
Damir Hadzovic,PERF,UFC Fight Night: Gustafsson vs. Teixeira,
Stipe Miocic,PERF,UFC 211: Miocic vs. Dos Santos,
Jason Knight,PERF,UFC 211: Miocic vs. Dos Santos,
Chase Sherman,FIGHT,UFC 211: Miocic vs. Dos Santos,
Rashad Coulter,FIGHT,UFC 211: Miocic vs. Dos Santos,
Cub Swanson,FIGHT,UFC Fight Night: Swanson vs. Lobov,
Artem Lobov,FIGHT,UFC Fight Night: Swanson vs. Lobov,
Mike Perry,PERF,UFC Fight Night: Swanson vs. Lobov,
Brandon Moreno,PERF,UFC Fight Night: Swanson vs. Lobov,
Demetrious Johnson,PERF,UFC on FOX: Johnson vs. Reis,
Robert Whittaker,PERF,UFC on FOX: Johnson vs. Reis,
Tim Elliott,FIGHT,UFC on FOX: Johnson vs. Reis,
Louis Smolka,FIGHT,UFC on FOX: Johnson vs. Reis,
Charles Oliveira,PERF,UFC 210: Cormier vs. Johnson 2,
Shane Burgos,FIGHT,UFC 210: Cormier vs. Johnson 2,
Charles Rosa,FIGHT,UFC 210: Cormier vs. Johnson 2,
Gregor Gillespie,PERF,UFC 210: Cormier vs. Johnson 2,
Jimi Manuwa,PERF,UFC Fight Night: Manuwa vs. Anderson,
Gunnar Nelson,PERF,UFC Fight Night: Manuwa vs. Anderson,
Marlon Vera,PERF,UFC Fight Night: Manuwa vs. Anderson,
Marc Diakiese,PERF,UFC Fight Night: Manuwa vs. Anderson,
Vitor Belfort,PERF,UFC Fight Night: Belfort vs. Gastelum,
Edson Barboza,PERF,UFC Fight Night: Belfort vs. Gastelum,
Michel Prazeres,PERF,UFC Fight Night: Belfort vs. Gastelum,
Paulo Costa,PERF,UFC Fight Night: Belfort vs. Gastelum,
David Teymur,FIGHT,UFC 209: Woodley vs. Thompson 2,
Lando Vannata,FIGHT,UFC 209: Woodley vs. Thompson 2,
Darren Elkins,PERF,UFC 209: Woodley vs. Thompson 2,
Iuri Alcantara,PERF,UFC 209: Woodley vs. Thompson 2,
Derrick Lewis,FIGHT,UFC Fight Night: Lewis vs. Browne,
Travis Browne,FIGHT,UFC Fight Night: Lewis vs. Browne,
Paul Felder,PERF,UFC Fight Night: Lewis vs. Browne,
Thiago Santos,PERF,UFC Fight Night: Lewis vs. Browne,
Jacare Souza,PERF,UFC 208: Holm vs. De Randamie,
Dustin Poirier,FIGHT,UFC 208: Holm vs. De Randamie,
Jim Miller,FIGHT,UFC 208: Holm vs. De Randamie,
Chan Sung Jung,PERF,UFC Fight Night: Bermudez vs. The Korean Zombie,
Marcel Fortuna,PERF,UFC Fight Night: Bermudez vs. The Korean Zombie,
